,laptop_ID,Company,Product,TypeName,Display,ScreenResolution,CPU,RAM,Memory,Gpu,Operating System,Weight,Price_euros,Price-USD,Unnamed: 0,Name,Warranty,Price,rating
636,644.0,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.23kg,1869.0,2111.97,,,,,
637,645.0,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,win10,1.42kg,249.0,281.36999999999995,,,,,
638,646.0,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.37kg,1757.42,1985.8845999999999,,,,,
639,647.0,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,1TB SSD,Nvidia GeForce GTX 1050,win10,2.06kg,2399.0,2710.87,,,,,
640,648.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050M,win10,2.5kg,1109.0,1253.1699999999998,,,,,
641,649.0,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,1600x900,AMD A9-Series 9420 3GHz,8.0,1TB HDD,AMD Radeon R5,win10,2.6kg,520.9,588.617,,,,,
642,650.0,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,win10,1.14kg,2450.0,2768.4999999999995,,,,,
643,651.0,Asus,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050 Ti,No OS,2.5kg,1169.0,1320.9699999999998,,,,,
644,652.0,Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,win10,2.4kg,450.0,508.49999999999994,,,,,
645,653.0,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics,win10,1.43kg,274.0,309.61999999999995,,,,,
646,654.0,Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel Graphics 620,win10,1.8kg,919.0,1038.4699999999998,,,,,
647,655.0,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD,Nvidia GeForce GTX 1060,win10,1.95kg,2599.0,2936.87,,,,,
648,656.0,Toshiba,Portege Z30-C-16J,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.2kg,1213.0,1370.6899999999998,,,,,
649,657.0,Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.36kg,1584.0,1789.9199999999998,,,,,
650,658.0,Asus,ROG G701VI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32.0,512GB SSD,Nvidia GeForce GTX 1080,win10,3.8kg,2799.0,3162.87,,,,,
651,659.0,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,709.0,801.17,,,,,
652,660.0,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.2kg,1449.9,1638.387,,,,,
653,661.0,MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,win10,2.2kg,1191.8,1346.734,,,,,
654,662.0,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,No OS,1.86kg,364.9,412.33699999999993,,,,,
655,663.0,Toshiba,Tecra A50-D-11M,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,500GB HDD,Intel HD Graphics 620,win10,2.0kg,1064.0,1202.32,,,,,
656,664.0,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon 530,win10,2.2kg,919.0,1038.4699999999998,,,,,
657,665.0,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,256GB SSD +  2TB HDD,AMD Radeon 530,win10,2.2kg,1135.0,1282.55,,,,,
658,666.0,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,win10,3.31kg,1196.0,1351.4799999999998,,,,,
659,667.0,Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,win10,4.42kg,3147.37,3556.5280999999995,,,,,
660,668.0,Dell,Latitude E7470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.56kg,1229.0,1388.77,,,,,
661,669.0,Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,500GB HDD,Intel HD Graphics 500,win10,2.2kg,419.0,473.46999999999997,,,,,
662,670.0,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,win10,2.2kg,535.0,604.55,,,,,
663,671.0,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6.0,1TB HDD,AMD Radeon R5 M430,win10,2.04kg,539.0,609.0699999999999,,,,,
664,672.0,MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,2.7kg,1486.77,1680.0501,,,,,
665,673.0,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4.0,128GB SSD,Intel HD Graphics 520,win10,2.1kg,498.0,562.7399999999999,,,,,
666,674.0,Dell,Latitude 3580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,win10,2.06kg,955.0,1079.1499999999999,,,,,
667,675.0,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,AMD Radeon 530,win10,2.1kg,745.0,841.8499999999999,,,,,
668,676.0,Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,2.0kg,1258.0,1421.54,,,,,
669,677.0,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,Linux,2.1kg,412.0,465.55999999999995,,,,,
670,678.0,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8.0,256GB SSD,Intel Iris Plus Graphics 640,win10_sec,1.252kg,1867.85,2110.6704999999997,,,,,
671,679.0,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon R5 M430,win10,1.90kg,817.95,924.2835,,,,,
672,680.0,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.3kg,1034.0,1168.4199999999998,,,,,
673,681.0,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4.0,128GB SSD,AMD Radeon R2 Graphics,win10,2.2kg,349.0,394.36999999999995,,,,,
674,682.0,HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,128GB SSD,Nvidia GeForce 940MX,win10,1.63kg,699.0,789.8699999999999,,,,,
675,683.0,MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,win10,2.4kg,1294.0,1462.2199999999998,,,,,
676,684.0,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.1kg,1135.0,1282.55,,,,,
677,685.0,HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8.0,64GB Flash Storage,Intel HD Graphics 500,chrome,1.4kg,495.0,559.3499999999999,,,,,
678,686.0,LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,512GB SSD,Intel HD Graphics 620,win10,1.09kg,2299.0,2597.87,,,,,
679,687.0,Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,win10,2.5kg,1299.0,1467.87,,,,,
680,688.0,MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,win10,2.2kg,997.9,1127.627,,,,,
681,689.0,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,128GB SSD,Intel HD Graphics 500,win10,1.86kg,419.0,473.46999999999997,,,,,
682,690.0,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,3.21kg,2051.0,2317.6299999999997,,,,,
683,691.0,HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,256GB SSD,AMD Radeon R5 520,win10,2.5kg,699.0,789.8699999999999,,,,,
684,692.0,Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,512GB SSD,Intel UHD Graphics 620,win10,1.19kg,1499.0,1693.87,,,,,
685,693.0,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,win10,3.49kg,2813.75,3179.5375,,,,,
686,694.0,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,AMD Radeon 520,win10,1.86kg,612.61,692.2493,,,,,
687,695.0,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,1TB HDD,AMD Radeon R5 M430,win10,2.2kg,545.67,616.6071,,,,,
688,696.0,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6.0,2TB HDD,AMD Radeon R7 M440,win10,2.65kg,569.0,642.9699999999999,,,,,
689,697.0,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4.0,500GB HDD,Intel HD Graphics 510,win10,2.1kg,318.0,359.34,,,,,
690,698.0,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics 510,chrome,1.45kg,375.0,423.74999999999994,,,,,
691,699.0,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,win10,1.7kg,699.0,789.8699999999999,,,,,
692,700.0,HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,500GB HDD,Nvidia Quadro M1200,win10,3.14kg,1907.99,2156.0287,,,,,
693,701.0,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.42kg,2590.0,2926.7,,,,,
694,702.0,Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.5kg,973.0,1099.49,,,,,
695,703.0,Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics,win10,1.4kg,269.0,303.96999999999997,,,,,
696,704.0,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,win10,1.38kg,1749.0,1976.37,,,,,
697,705.0,Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4.0,64GB Flash Storage,Intel HD Graphics 515,chrome,1.2kg,669.0,755.9699999999999,,,,,
698,706.0,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,win10,1.36kg,1877.0,2121.0099999999998,,,,,
699,707.0,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4.0,500GB HDD,AMD Radeon 530,win10,2.1kg,689.0,778.5699999999999,,,,,
700,708.0,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,win10,2.56kg,819.0,925.4699999999999,,,,,
701,709.0,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4.0,256GB SSD,AMD Radeon 530,win10,2.2kg,399.0,450.86999999999995,,,,,
702,710.0,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8.0,1TB HDD,AMD Radeon R7,win10,2.2kg,429.0,484.77,,,,,
703,711.0,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD +  1TB HDD,Intel HD Graphics 620,win10,2.1kg,621.45,702.2384999999999,,,,,
704,712.0,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,No OS,1.90kg,450.0,508.49999999999994,,,,,
705,713.0,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,2.18kg,795.0,898.3499999999999,,,,,
706,714.0,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.6kg,999.0,1128.87,,,,,
707,715.0,Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Nvidia Quadro M520M,win7,2.18kg,1855.0,2096.1499999999996,,,,,
708,716.0,Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.8kg,1191.0,1345.83,,,,,
709,717.0,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6.0,2TB HDD,AMD Radeon 530,win10,2.71kg,655.01,740.1612999999999,,,,,
710,718.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,win10,2.5kg,1249.0,1411.37,,,,,
711,719.0,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Linux,1.64kg,1089.0,1230.57,,,,,
712,720.0,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Linux,1.98kg,726.0,820.3799999999999,,,,,
713,721.0,Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,win10,1.5kg,298.0,336.73999999999995,,,,,
714,722.0,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16.0,512GB SSD,Intel HD Graphics 620,win10,1.93kg,1426.66,1612.1258,,,,,
715,723.0,Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 920MX,win10,1.87kg,857.07,968.4891,,,,,
716,724.0,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.9kg,1179.0,1332.27,,,,,
717,725.0,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4.0,500GB HDD,AMD Radeon R4,win10,2.19kg,298.0,336.73999999999995,,,,,
718,726.0,Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4.0,32GB HDD,Intel HD Graphics 400,win10,1.4kg,265.0,299.45,,,,,
719,727.0,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce 930MX,win10,2.63kg,1200.0,1355.9999999999998,,,,,
720,728.0,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 520,win10,1.17kg,1686.64,1905.9032,,,,,
721,729.0,HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.58kg,836.6,945.358,,,,,
722,730.0,Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.32kg,1499.0,1693.87,,,,,
723,731.0,Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32.0,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,win10,4.36kg,3659.4,4135.121999999999,,,,,
724,732.0,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,win10,2.7kg,1348.48,1523.7823999999998,,,,,
725,733.0,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Intel HD Graphics 620,No OS,1.9kg,489.9,553.5869999999999,,,,,
726,734.0,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,win10,2.2kg,719.0,812.4699999999999,,,,,
727,735.0,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,1TB HDD,Intel HD Graphics 620,win10,1.71kg,649.0,733.3699999999999,,,,,
728,736.0,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,AMD Radeon R7 M445,Linux,2.32kg,589.52,666.1575999999999,,,,,
729,737.0,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4.0,1TB HDD,AMD Radeon 520,win10,2.1kg,489.0,552.5699999999999,,,,,
730,738.0,Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,4.2kg,1935.0,2186.5499999999997,,,,,
731,739.0,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12.0,1TB HDD,Intel HD Graphics 620,win10,2.25kg,649.0,733.3699999999999,,,,,
732,740.0,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6.0,128GB SSD +  1TB HDD,AMD Radeon 520,win10,2.1kg,650.0,734.4999999999999,,,,,
733,741.0,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,win10,2.4kg,559.0,631.67,,,,,
734,742.0,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.44kg,960.0,1084.8,,,,,
735,743.0,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4.0,1TB HDD,Intel HD Graphics 620,win10,1.85kg,779.0,880.2699999999999,,,,,
736,744.0,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD,Nvidia Quadro M2200,win10,2.6kg,2419.0,2733.47,,,,,
737,745.0,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,Intel UHD Graphics 620,win10,1.55kg,659.0,744.67,,,,,
738,746.0,MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,1.8kg,2094.48,2366.7623999999996,,,,,
739,747.0,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,win10,2.4kg,410.8,464.20399999999995,,,,,
740,748.0,Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,win10,2.0kg,1207.0,1363.9099999999999,,,,,
741,749.0,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,2kg,665.0,751.4499999999999,,,,,
742,750.0,Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.25kg,1535.0,1734.5499999999997,,,,,
743,751.0,Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.7kg,999.0,1128.87,,,,,
744,752.0,Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16.0,1TB SSD,Nvidia Quadro M520M,win10,2.5kg,3299.0,3727.8699999999994,,,,,
745,753.0,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,chrome,1.68kg,330.0,372.9,,,,,
746,754.0,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,256GB SSD,Intel HD Graphics 620,win10,0.81kg,1649.0,1863.37,,,,,
747,755.0,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.86kg,539.0,609.0699999999999,,,,,
748,757.0,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.6kg,1126.71,1273.1823,,,,,
749,758.0,HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16.0,256GB SSD,Nvidia Quadro M2000M,win7,3kg,4389.0,4959.57,,,,,
750,759.0,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,128GB SSD,Intel HD Graphics 400,win10,1.4kg,475.0,536.75,,,,,
751,760.0,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.84kg,1900.0,2147.0,,,,,
752,761.0,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4.0,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45kg,579.0,654.27,,,,,
753,762.0,Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,180GB SSD,Intel HD Graphics 520,win10,1.7kg,1096.0,1238.4799999999998,,,,,
754,763.0,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4.0,256GB SSD,Intel HD Graphics 620,win10,2.37kg,849.9,960.3869999999998,,,,,
755,764.0,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8.0,256GB SSD,Intel HD Graphics 540,win10,1.3kg,1199.0,1354.87,,,,,
